review	constructive
TITLE: What's not to like?! | TEXT: We had lunch here - very nice. It's located in the heart of the French Quarter - stairs to climb if you want to view the area from above (and who doesn't? LOL) but also seating available on ground level if stairs are too difficult for you. Nice menu selection. Our server was very friendly. I had a shrimp 'po boy sandwich - it was good. My husband scored - he ordered the red beans and rice - dang - it was beyond delicious! Really enjoyed it. The bar drinks were good. Our total for the po boy, red beans and rice - two hurricane drinks was $76. A bit pricey - but you're in the center of the action and have a great view. Glad we went!	0
TITLE: Review of Revue | TEXT: Revue captures the imagination and breaks the boundaries of what you would expect from a traditional restaurant experience. With multiple themed areas scattered throughout you are sure to have a different “view” each time you visit. Our family of four was seated on “Garrisons” family porch overlooking the “courtyard” bar as dusk beamed through the surrounding “tree” foliage. Needless to say the theming of the entire space was on the level of a Broadway stage. The food here is absolutely delicious! Every dish we tried was bursting with flavor and cooked to perfection. The portions were appropriate and everyone left satisfied. I highly recommend the Pea Risotto and Prosciutto Pizza. The sourdough pizza base made my partner question their loyalty to our local pizza shop! The night was made complete with our amazing server Tugce. She was friendly, attentive, and went above and beyond to ensure a memorable dining experience. She was incredibly knowledgeable about the menu and offered excellent recommendations as we navigated the mouthwatering menu. She was attentive without being intrusive and made us feel like family. Truly outstanding service from start to finish. Don’t walk, RUN to this amazing establishment inside The Fairmont Austin.	1
TITLE: Deserves 6 Stars! | TEXT: Our friends raved about this place, so we had to go. And we’ll go back every time we’re in Portland.  My husband’s burger practically melted in his mouth, and he thought the catsup (is there bbq sauce mixed in?) was crazy good on his fries. The breakfast brisket I ordered was nothing like expected. Layers of sautéed kale and other veggies, tender meat, and crispy waffle topped with a perfectly fried egg. The fingerling potatoes were piping hot, sooo fresh and flavorful. My husband, a home brewer, thought the beer selection was diverse enough for hoppy lovers and brown ale fans. We were impressed with the local pilsner and ale we had.	1
TITLE: Very talented chef | TEXT: The dishes were all excellent and full of flavor while having a great visual element as well. The leek soup had a wonderful unctuousness. The duck breast was perfectly warm,  soft, and the fat rendered; wholly satisfying with a light glaze. The fish was a flaky Branzino with a skin just crusty to add to the earthy flavors of the foraged mushrooms. The sake selection was outstanding. We really enjoyed the dining experience. There were multiple families with active small children on a Saturday night though.	1
TITLE: Riff of Miami not nice | TEXT: I hope you read my review before you eat and not after as i did. Food average Told Happy hour ..but 2 beers still cost € $25 for 2 beers. Service 20% and we were shouted at tat we had to pay it. Not a good example of how to treat customers in your town AVOID AVOID AVOID. This has left a very bad impression of your town and your restaurant. Rip off	1
TITLE: Hmm so so | TEXT: Tamales had taken on a taste from the freezer or something, very odd not so good .  Beef meat is unseasoned just beef. Menu is misleading said it came with beans and rice too and they brought it out with a salad no dressing beans were right out of a can . Said meal was covered in cheese and it was white caso that should have been in the description on the menu. Guacamole was just avacados tomato and onion not flavored at all . Salsa and chips were great . Service was good but they failed to realize we hadn't ate our food but kept asking if we wanted boxes.	1
TITLE: DELICIOUS | TEXT: Food is great, service is great, our favorite date night place. The only catch is there’s no call ahead, no reservations, and no text to your phone when the table is ready so be patient (and get there early).	1
TITLE: Disappointed | TEXT: The afternoon staff was very pleasant, room was clean. Went for breakfast 10 min before they shut down and housekeeper had the only face and attitude, giving us the side eye. Rushing my partner and I so she can turn everything off. To me that was very disrespectful as we paid almost $275 the night to stay there for a concert at Mohegan Casino.	1
"TITLE: Good Food, Good Vibe | TEXT: We stopped by Frog and the Bull this evening for a quick bite after an event close by...  totally picked the place off of Yelp and my confidence in my fellow Yelpers to be on point.  We were not disappointed!  Frog and the Bull is a modest sized place in a strip mall, nice vibe, folks having a good time at the bar.  Destiny was our waitress, she did a great job, attentive but not intrusive.  Thanks Destiny!  We started the meal with the brussels sprouts on the recommendation of Destiny.  What a winner that dish is!  Sprouts, apples, Manchego cheese, sherry vinegarette reduction and some awesome bacon bits... heaven on a plate!   For entrees, we opted for the pepper-crusted filet, medium rare, and the fish and chips.  Both plates were good.  The filet was cooked perfectly, spot on temperature, and the pepper-crust was a bit overpowering.  Not bad, interesting.  We're more purists when it comes to meat, so the filet itself would likely have been even more delicious.  The sides of asparagus and pasta were okay, a Basque-style potato on the side would have outshined the pasta.    The fish and chips were good.  The fish was fresh, nice batter, served piping hot as it should be.  The fish portion was modest, especially given the price tag.  At that price point ($25), the fish serving should have been twice the size.  The initial serving of ""chips"" were room temperature at best, but that was quickly remedied by Destiny when brought to her attention.  The truffle fries are darn good when hot!  All in all, a good meal.  A 4-star experience.  The above observations are intended to suggest options for improvements, not criticize.  The ""Frog"" portion of the restaurant's name is an homage by the owner (a former Navy Seal) to his fallen Navy brethren.  (Note the Navy Seal Trident above the entrance to the kitchen).  Thank you for your service!  We will be back, lots of other stuff to try on the menu.  Recommend Frog and the Bull, nice vibe, good food."	1
"TITLE: We love this place!! We travel miles to get to OUR FAVORITE ITALIAN RESTAURANT. | TEXT: Bestie came and we introduced them to our favorite Italian place. We also go every year for his birthday.  We tried: The goat cheese ball appetizer- Excellent sauce with the bread to dip with.🤌 The food truck favorite- good flavor ❤️ pesto. The limoncello ""smooth & creamy""🤤. The orange cake tastes like a grandma made it with love & the pecans were lighty toasted/ crunchy & the carmel was smooth & sweet like honey OMG! The owner suggested the chocolate mousse. WOW!! 🙃 I instantly turned into the Kool-aid man ""OH YEAH"" it was so good. We all give it 5 stars.🤩😍"	1
TITLE: Strong Across the Board | TEXT: Based on the reviews, I came in with low expectations yet the overall space is very impressive with very high-end, unique decor. The menu is unique and comprehensive. You can eat family style or individual servings. Our server was really good. We were attended to across the board by three layers of staff, and to top it all off our table of seven all thought the food was exceptional. The calamari were some of the best we’ve ever had. The bread service was incredibly impressive. The lobster risotto was delicious and the desserts were all top-notch.	1
TITLE: No soap in the toilets!!! | TEXT: An amazing collection of memorabilia and superb drinks, what a shame it is let down by basic hygiene standards!! A notice is displayed in the toilets instructing staff to wash their hands but how can employees or customers wash their hands effectively when there is no soap in the ladies toilets other than the disabled toilet!! Shocking!!	1
TITLE: Exceptional knowledge provided, kindness and a very professional crew. | TEXT: Unforgettable experience. The knowledge shared by sme’s was invaluable. The world needs Crow Canyon!   The expertise and educational opportunities provided by the center was exceptional. I highly recommend trips with Crow Canyon often.	0
TITLE: Excellent Tapas Spot | TEXT: Was excited to see this tapas place near our hotel, especially as my colleagues had never tried tapas before. The standards (patatas bravas, pan con tomate, croquettes) were all great. The pork belly was so good we ordered it twice. Would come back again for sure.	0
TITLE: Harding Presidential Sites | TEXT: We had a great visit to the Warren G Harding Presidential Library and Memorial. The Library (aka Museum) is quite small compared to other presidential libraries, but does a good job telling the story of Harding's short presidency. Tours of his home are only offered on the hour, so we had to miss that, but did take photos from the outside. We also visited the Harding Memorial in the cemetery, which was quite impressive. If you're passing by Marion, Ohio, take a break from your drive and stop by to see the presidential sites.	0
TITLE: Neat find!  Good food. | TEXT: This was a neat find.  There is indoor and outdoor seating.  We sat outside & the server pulled up a heater for us when it started to get a little chilly.   We ordered Cordon Bleu, & Schnitzel.  The Cordon Bleu was delicious!  The side I ordered was Spatzle & it was a little dry.   There are a ton of combinations that you can customize your entrée with.   We also ordered a pretzel for an appetizer, and a Bee Sting for dessert.  Both were good.	1
TITLE: The food is homemade, cooked fresh & is very delicious for all ages to enjoy. Welcoming environment with Great Service! | TEXT: The food is very delicious, cooked fresh and good to eat for all ages. Environment is welcoming and has excellent service.	0
"TITLE: Beware of charges on your bill... | TEXT: First off, the food was amazing and the service fantastic which makes the rest such a shame.  1. If you make an 8:30 reservation DO NOT choose the 5 course option or chefs choice. You will not have time to fully enjoy the experience.  We weren't even at desert when the place was empty and everyone was cleaning up around us and the bartender left. The music got louder and we were told that if we were uncomfortable we could wrap up the final courses to go. If at the end you still plan going. Keep your choices Ala carte and not so many. 2. We get the bill. Now like most trusting people who aren't expecting to get ripped off we would have just paid but because our server forgot to add our bottle of wine (no problem, these things happen) I decided to look at the check to make sure the rest was right. First thing I see is the beverage tax. In Philly the beverage tax is applied to sweet drinks and energy drinks NOT alcoholic drinks. We did not have what the tax is intended for. We were also charged an $8 credit card fee. With this one-how did they know I'd use a charge card? What if I paid with cash. That aside I did use a DEBIT card. A debit card is the same as cash and cannot be charged a fee. We even googled these things when speaking to the manager to say hey, we're not making this up! When you say to a manager ""you're taxing us twice for the bottle of wine?"" and he says ""YES"", there's a problem.  He even removed the beverage tax. (The manager was great and unless the owner would prefer he lied and look stupid,  he did his job) at this point I wasn't going to argue the credit card charge, though he was aware that it was wrong, these people don't make the big money and wanted to go home. This is a Townsend Wentz restaurant. We have eaten at Townsend as well as Amano. We couldn't recall if these charges were applied there in the underhanded way they were applied here but again, we're people who trust and don't expect to get ripped off. I'm thinking the owners are putting their bets on that. Honestly, of the many, many restaurants we have dined at in Philly, this was a first. My son-in-law is a chef and restaurant owner. He'd never risk his reputation by putting a beverage tax on alcohol served or charge the customer $8 for the use of a debit card (let alone put it on the bill before knowing how the customer is paying).  Yes, the food and service was fantastic, so if you're ok with $25 in taxes-the majority of which should NOT be charged-and the knowledge you're being taken advantage of...Townsend Wentz will give you that."	1
TITLE: Venetian Italian Small Plates | TEXT: We were a party of 8 and did the special tasting menu for $65 pp. I don’t eat beef or duck so a few of the dishes were not for me but the group overall enjoyed most of the plates. Many items were off menu, but not all. We started with beet arancini (yum!), then a liver mousse ball, meatballs (the most traditional Italian of the dishes), followed by rainbow carrots over ricotta with sugared ginger, bacalao on toast, tuna crudo (our least favorite), clams with grilled bread, two pasta dishes and a panacotta, fig, peach tuile dessert! Yes, that’s more than 8 but we got an extra dish or two ! The service was very nice and the restaurant is great looking. Very special meal	0
TITLE: Learning at the Warren G. Harding Presidential Sites | TEXT: Great trip. We arrived at approximately 9:30 am and made our way towards the entrance of the museum. After paying the admission fee, we received a quick overview of the site and went on our way. We opted to view some of the outdoor exhibits first, which included the guard house and press house. The press house contained multiple informational plaques about President Hardings wife and her contributions to society. After viewing the press house, we made our way to the front porch of the house, where we waited for the 10 am guided hour tour to begin. There were guided tours of the presidents former house being held every hour throughout the day. The guided tour of the house was very informational, and the tour guide took us from room to room, while pointing out interesting features and artifacts out for display. The tour guide told us several personal stories related to the Hardings time at the house. The guided tour lasted roughly 1 hour.  After viewing the house, we went back inside to view the main exhibits. We opted to watch a short documentary about President Hardings life and some of the trials and tribulations he faced during his time as President. There were multiple informational plaques out for display, many of them quite text heavy, that went into detail about Hardings upbringing and roots as the owner of a newspaper company in Marion. The plaques also talked about election day, and several of the policy’s Harding implemented while in office. The last section of the museum dealt with his death and some controversial issues that surrounded his presidency. There were multiple artifacts out for display in the museum, along with short video clips that related to President Harding's time in office.  Tip: I recommend spending 3 hours here if you truly want to see everything.	1
TITLE: Good Brunch | TEXT: We came here for brunch on a Sunday.  We had the stuffed french toast, gyro omelete, crepes, corned beef hash skillet and sophia's skillet and  coffee.  4 people  and the bill with tip was $91.  Not a cheap place for breakfast/brunch, but the serving size was big and the quality was pretty good.	1
TITLE: Trying too hard to be something… | TEXT: The ingredient list on the “shared” plates was so overly complicated that the flavors hit wrong on the palate. Whoever cooked the steak had to have worked in a steakhouse, it was perfectly cooked, perfectly sauced and came out hot. The “best selling” bread with pimento cheese was deconstructed with pimento in one pile and cheese in another. Guys really? We ordered the crudo which was sauced well but the fish was bland. The noodle dish which was so embarrassingly small, luke warm and brown. This your best offering for a vegetarian dish at $14? We sent it back. We eat all over the world, the constant changing of the cutlery and dishes seemed like a cup game to dazzle.	1
TITLE: Service bad / food good. | TEXT: Got a reservation within minutes of arrival ( it was 11:55am we wanted and were able to secure a noon reservation without issue).   We sat at the bar, we were told 3 times we’d get water ( never arrived ).  Had it not been for a manager who I flagged down, I’m certain I’d still be waiting to place an order.    The spicy guacamole was top notch - do order this.    The steak and eggs was good.   The house salad was very good - do order this.   Spicy Bloody Mary is very spice - do order this.	1
TITLE: Very tasty and Great service! | TEXT: Came across the sign online and followed for a while, laughed a lot. While visiting Austin said how about El Aroyo and was disappointed to see the trip advisor rating of 3.5– especially after tasting the Cancun Avocado Plate and the Mezcalita. Great service from Laura! Unpretentious place with good food and clever wit. I’m here to lift that rating and tell you go have fun and eat good there!	0
TITLE: Fast and hot | TEXT: I love the cappuccino in there it always ready hot even when I order it as delivery through their phone number or presto delivery app	1
TITLE: Top Top Tapas | TEXT: We went with some local friends who have been multiple times and it was possibly the best Tapas I have had. Amazing knowledgeable staff who could not enough to help. Food sensational. So much flavour. We loved it.	0
TITLE: Commander’s Corner | TEXT: My husband and I were visiting New Orleans from Virginia. I took my husband to lunch for his birthday on November 12th. Our reservations were for 11:30 we arrived around 11:15 and we were first to arrive. So at 11:30 we were taken to our seats.  We were seated at a table with balloons as there were other tables that had balloons.  Service was impeccable and the food was outstanding but as my husband and I looked around the room we both noticed that as two Afro Americans we were seated or placed in the back in the corner while the rest of the room began to fill up with Caucasians, some regulars and some visiting tourists .  This was our second time in New Orleans and second time at Commander’s Palace.  This experience made us very uncomfortable and showed us that somethings just won’t change.	1
TITLE: Sad night…. | TEXT: Stopped in because of the reviews. The appetizer was great. But both my wife and I had ordered the Fish & Chips. The fish was way over done. So over done I was surprised they even served it. My piece was actually burnt on the end.   And the fries were dark and chewy as if they had been re-heated many times. Very sad indeed when compared to the reviews. On a positive note, we were not charged for either dinner.	1
TITLE: It's Educational! | TEXT: Maidenhead Heritage Centre is a small building on the edge of the town centre. It is close to the library and with the help of google was easy to find.  There is a small admission charge but well worth it. There is history of the area from ancient times and also more recently including a diorama of the railway in the area. There is also a bit of history about women politicians in the area. I did not realise that Theresa May was not the first lady politician in the area of note.  The most interesting thing to see in the centre is the ATA on the first floor. Colin shared a great deal about the men and women who served in this organisation. There is alot of information on display and it is impressive that this collection of exhibits is available to educate people like me.  HIGHLY RECOMMENDED!	1
TITLE: So so experience | TEXT: Flavors are nice. Rations sizes  are tiny.  Octopus overcook and cold  Nice atmosphere in a snail place  You shall book your visit	1
TITLE: Consistent excellence | TEXT: This was our third visit to this always busy restaurant. The food was again excellent. Our wait person was excellent and provided valuable advice. Every dish was special and will return again soon!	0
TITLE: Reservation request not honored | TEXT: Why make a reservation when they don't honor your request. My husband's 50th birthday dinner was ruined.  After seeing the reviews, I am so glad I didn't waste my money on this place.	0
TITLE: A Hidden Gem in NW Portland | TEXT: On Saturday night, we were invited to dinner by a friend at Cassidy's Restaurant. What a nice surprise! After 26 years spending lots of living nearby in the Pearl, we discovered this place that has been there since 1979. The food was excellent, the dining room was peaceful, and the wood paneling and flooring provided a great NW atmosphere. The bar is as attractive as it looks on their website. The menu was very good and the cost was very reasonable. Try it out.	0
TITLE: Nice apt, friendly staff, good value!! | TEXT: The prior reviews are quite old, so we couldn't count on TripAdvisor reviews for Dunas Park Beach Club.   The reception staff (including Tania) were absolutely delightful and very helpful. The apt itself was a one bedroom on the ground floor. It was quite spacious for the two of us and had a patio/sitting area out back looking out on the garden.  The WiFi signal was good, the TV only had one English Channel (news). Never-ending hot water and great water pressure in the shower. The kitchen was nicely stocked - even w sponge and dish soap!   All 3 floors of the apt can use the rooftop terrace, which allows you to see the sunset - or just walk to the cliffs/beach trail.   We didn't use the nice pool (free) or other (paid) amenities like mini-golf, tennis, etc.   We really enjoyed the location and the apt!	1
TITLE: Overpriced | TEXT: Small portions, not that great and high priced.    Kind of fancy for a strip mall, and just not what I expected.	0
TITLE: Coconut Grove favorite | TEXT: War a spectacular restaurant.  The ambiance is fun and classy, the service impeccable, the prix fee menu ample and such a value and the food eland drinks delicious.  Such a treat.	0
TITLE: Best in Jacksonville | TEXT: First time. Excellent food. Best Italian in Jacksonville. Long line to get it. Had a approximately a two hour wait to get in but food was well worth it. Small restaurant with only about 12 tables which is why the wait. Staff very friendly and great knowledge of the menu. Great service. Definitely will be back. Did ask but no reservations, first come, first served.	1
"TITLE: Never disappoints | TEXT: They always make us feel special.  We only dine here a couple times a year because it's a bit far from home, but it's worth the drive.  Our server this time was ""Bow"", and he is delightful - so knowledgeable and eloquent with his descriptions of the menu offerings, as well as making time to chat a little.  We love this place!"	1
TITLE: Sooo deliciously and yet disappointing! | TEXT: I so looked forward to coming to this location, Ignored as much as possible the crazy noise that I as well as my friends had to yell at our server who could not hear our order... Loved the food but the service was truly unacceptable ! There was NO ONE who looked responsible enough to get their attention, to acknowledge our needs. At the end, our server was eating dinner and we could not get her or any one's attention ( the place was at that point pretty quiet). our friend had to walk up to her to ask for a refill...  Hate giving a small tip ( Which we did not...hope the chef got some acknowledgment) when the people responsible to do the hiring do not take ownership of this so vulnerable business!	1
TITLE: Never had a bad meal or experience here | TEXT: I've probably eaten here a dozen times and it's always been a pleasant experience.  The staff is always friendly and they act like they take pride in their work and product they put out.  I wouldn't really characterize the process as FAST FOOD.  More of a cook to order deal, but that's just fine with me because the wait is well worth it and I like my food hot and fully cooked (which it always has been at this place).  Eating at this Captain D's, I almost feel like I'm eating at home.  They have a home-like atmosphere.  Welcoming and like I belong when I'm eating here.  The restaurant is clean with tables bused and wiped.  The condiments are easily accessible.  When I have to travel back to Marianna in August, re-visiting this restaurant will be at the top of my TO-DO list.  We always love visiting this Captain D's :-))  Their Tarter Sauce is the absolute best on the planet and my spouse likes their malt vinegar.	1
"TITLE: Skip the Dinner and Just have Dessert and Coffee | TEXT: Sister and I went for dinner.  She ordered veal and I ordered the scallop and pasta special.  Her veal and potatoes were very good but the ""vegetable medley"" was a pile of mushy vegs. The best thing that could be said about my dish were the two blistered cherry tomatoes were tasty.  The bead size scallops were rubbery, the small amt of sauce was incredibly bland, and the dish was dry. The side garden salads were very nice size, fresh and good.  The salted caramel cheesecake was amazing and strangely enough, the decaf coffee  was truly terrific.  However, a $97 meal (we ordered no alcohol) with mushy vegetables and a non-edible entree was a big disappointment.  The reason I did not send back my entree was that it took 45 minutes for our meal to arrive.  There were 3 servers and 9 tables, so that was not the issue."	1
TITLE: Flavor party in every bite | TEXT: One of the best restaurants ever! If you enjoy flavor and creativity and great service, this place hits all the marks! The chefs choice tasting menu was fantastic!	0
TITLE: poor afternoon tea for a restaurant with London in its name | TEXT: I didn't want to complain about this, because the staff members were all so great.  But our afternoon tea was overpriced and poorly prepared.  Nothing seemed to have been created in-house; the pastries were gummy and the chicken curry was unrecognizable.  The tea was made from a tea bag and only one was offered.  The view was stunning, of course, but it is difficult to have what feels like an elegant experience when the table top is so sticky.  Alas- very poor value and a big disappointment.	1
TITLE: Amazing craft cocktails | TEXT: I visited the Woolworth while on a business trip with my boss. We sat outside on the rooftop patio and enjoyed a nice view of the city. The ambience was nicely appreciated after a long day of work. We ordered a few small plates and some craft cocktails. Everything was delicious, and our service was top-notch and I would definitely go back if I were in the area again.	0
"TITLE: We wouldn't recommend it. | TEXT: Casual is right...it's in a run-down plaza, very basic interior, and you have to order from the counter, although they do bring it to your table.  The ""hostess"" behind the counter was less than warm and cheerful, and that combined with the lack of ambiance almost made us leave.  However, they had fried oysters on the menu which I'd been craving so we stayed. I had the oysters and absolutely tasteless coleslaw.  The oysters themselves were plump and juicy, but the breading was too heavy and flavorless.  My husband had grilled shrimp wrapped in bacon and fries.  Bacon was basically raw and shrimp, which plump, were tasteless.   Prices were higher than they should be in a place like this.  If it was going for a seaside hut vibe, they definitely missed it.  We would not go back."	1
TITLE: WELL WORTH A VISIT! PRO TIP: THE RESTAURANT IS FANTASTIC! | TEXT: This is a great way to spend 1 to 3 hours looking at some really unique art and learning about their creators. When we were there they had 100+ wildlife “action” photos on loan from the London museum of Natural History and it was fantastic. As an added bonus, the on-site restaurant had really good high-end food and live music at lunch time.	0
TITLE: Decent Mexican retaurant caters to locals | TEXT: Nice local restaurant.  I was from out of town and it seemed like I didn't get as much attention as those who were local.  The food was pretty good and the overall experience was much better than the large chain Mexican restaurant a few blocks away.  Will visit again if in town.	0
TITLE: Museum and House Tour Make this a fun Visit | TEXT: A visit to this presidential library comprises three potential activities.  First, there is an hour long tour of his house.  Second, the main building includes a small exhibition of his time as President.  Lastly, a mile from the library is his memorial.  We spent just under two hours here.	0
TITLE: Wonderful lunch treat | TEXT: We had not visited the Gazebo in years, so while visiting Marianna, we stopped by .Our server was Kim, and she took great care of us. The food was delicious.	0
TITLE: Museum and House Tour Make this a fun Visit | TEXT: A visit to this presidential library comprises three potential activities.  First, there is an hour long tour of his house.  Second, the main building includes a small exhibition of his time as President.  Lastly, a mile from the library is his memorial.  We spent just under two hours here.	0
TITLE: Best roasted potatos ever! | TEXT: Beautiful place. Went for brunch. Food was great although my eggs could have been warmer. Service was good and friendly but as the place filled up—our reservation was at opening time—our waitress disappeared. However, really enjoyed it and would visit again.	1
TITLE: Waiter | TEXT: Jake was a fantastic waiter.  We usually look forward to George.  In this case Jake was a pleasant replacement.  Food always excellent.  We have been coming here since Fare opened.  A fantastic neighborhood restaurant.  A must “give it a try”.	0
TITLE: Worth the Splurge | TEXT: Marianna has almost no truly “good” choices for eating out. The Salt Block is a gift to this whole area of cheap eats and fried foods. The steaks are pricey but AMAZING-the restaurant is modest but clean. I am grateful for this restaurant and what they provide.	1
TITLE: More cities should have a Reading Terminal with its excellent regional food choices and great prices | TEXT: I love coming to the Reading Terminal Market with the great selection of food stalls and the sights and smells as you walk around. I love their selections and the interaction between the locals and tourists when people are ordering.   Some of my favorite places to eat in Philly are here with Dutch Eating Place, Beilers Bakery and Bassetts Ice Cream. When Carmine’s was open, that used to be my favorite place for Cheesesteaks. After a meal, I like to walk around and look at the food displays. Everyone merchandises their food so nicely.  Don’t miss a visit here when you are visiting Philly.	0
TITLE: Splendid Saison | TEXT: What a splendid meal at Saison. An innovative and tasty set menu with many standout dishes and presentation - lobster tartare, uni, white truffle pasta, duck etc. I would probably skip the wagyu supplement next time since i’m not a fan of wagyu generally   Service top notch and friendly as well  The kitchen tour was a plus  9.5/10	0
TITLE: Best dinner I ever had !! | TEXT: I had the best dinner I ever had. The filet mignon was tender, cooked to perfection, and seasoned perfectly. The Greek salad dressing was amazing. The lemon ricotta cake awesome. Can't rave enough.	1
TITLE: We weren’t expecting much judging from the outside | TEXT: But Franco the owner was sooo amazing. Ferrying us around when we needed help. He looks like an old grizzly Italian. But he smiles and is so friendly. There is a picture on the wall of his dad in 1940 working behind the bar. Franco’s son works there too. They all look alike - and unfortunately smoke! The food is good. Fresh and interesting. Our room was large and light. Loads of hot water. Nothing posh. But comfortable. And clean. Italy at its best.	1
TITLE: A clean room to stay in | TEXT: I always trust Wyndham and for good reasons. The hotel was very well kept. Very clean room. The front dest staff were very sweet and helpful and they were very attentive during breakfast. Definitely recommend it.	0
TITLE: Prime Table is the best. | TEXT: First time visit. Ambiance was very nice. Shauna was our server and she greeted us with a smile. She was knowledgeable, and kept our drink glasses were always filled. She bagged our leftovers individually, labeled and dated them. The food was incredible. We had their prime rib and it was impressed.	1
TITLE: A welcome surprise | TEXT: When we got to San Quirico and saw the town, the main square, and the outside of the hotel, we were prepared to be disappointed. It's a small town, there's a gas station in the center of the piazza, and if you're looking for the hotel - well, the sign mostly indicates the restaurant: Ristorante La Vecchia Fonte. In fact, you have to enter the restaurant, walk through to the back, and say you have a reservation in the hotel. The friendly and helpful (though somewhat English-challenged) staff take you upstairs and show you your room - the rooms are bright, clean, and usable, with views overlooking the piazza or the town. It's a 15 minute (or so) level walk to the historic abandoned town of Vertozza nearby; otherwise, there's not much to do in San Quirico. We had dinner in the hotel's restaurant (Very good!) and breakfast (included) in the back of the restaurant. The promised WiFi didn't seem to connect in our room - but this is often the case in Italian hotels in our experience.	1
TITLE: Relax and enjoy the Palm | TEXT: I absolutely love this restaurant! Every time I’m in Boston I make my pilgrimage to the Palm. The food is amazing and the staff is At Olympic Gold Medal level. I could eat there and know I’m in for a joyous occasion!	0
TITLE: Regular | TEXT: Very nice property to take pics lol Went for my friends birthday . We had to wait a couple minutes before being seated as it was full even though we had reservations.. Food was ok nothing over the top At the end of the night we had some good pics	0
TITLE: Eat better for half the price in little Italy | TEXT: On the plus side, the roof top location is spectacular and the staff are very courteous and attentive but then there’s the food. I can honestly say I have never paid so much to be so underwhelmed. The food though well presented lacked the simple subtle flavours of authentic Italian food. The essence of Italian cooking is to make a few simple ingredients sing, the overall impression of our meal at the Contessa was bland, under-seasoned and definitely not singing. If the garlic and rosemary potatoes don’t taste of garlic or rosemary, there’s something wrong. We ate for half the price, with twice the flavour in little Italy	1
TITLE: Note worth the stop anymore. | TEXT: This place has gone down hill since new ownership took over.  Chicken had been on the steam table until it dried out.  Peach cobbler sat empty the entire time we were there. Desserts by the salad bar we not as good as the old days. So sad.   We won't be back.	1
TITLE: Great food and service | TEXT: We did the food cart scene in Portland. Wanted to try something different so read the reviews on this restaurant and they were all excellent reviews. Went there and had a great dinner. We had two salmon dishes, and they were excellent our waitress was very attentive .	0
TITLE: The Cellar Boys on Tuesday nights are amazing; Green Mill service is lacking | TEXT: This is said to be the oldest club in Chicago! We were here on a Tuesday night to see the Cellar Boys, and it was wonderful! We were disappointed to have to share a table, especially given that it was the night of our 30th anniversary and we are both introverts, but I do get it - it is a small venue. I cannot say enough good things about the Cellar Boys - wow, they were awesome! Service at the club was not great. I went up to the bar to ask for water as I was parched, and two people were behind the bar watching the band. I am easy to miss being only five feet tall, so I waved to the lady and she headed my way and looked really angry. Alas, sorry but I really needed water badly, and my server had not been around in ages! I left a tip on the bar and hoped for better days for her. Regardless of the service, I highly recommend stopping in to see the Cellar Boys!	1
TITLE: Outstanding food 15% grat with no service | TEXT: I would love to come back because food was absolutely delicious and flavorful, I don’t agree on a 15% grat when I server only took our order never returned to table at all. Even had to go to bar to get to pay tab so we could leave. Hope service becomes better.	1
TITLE: Great food - very tasty! | TEXT: Fantastic food - we had mushroom bruschetta and steamed buns and pork belly to start. They were so tasty and the two between three of us was perfect.  Then for mains we had the raviolini, halibut and a duck special. All of us were very happy!  The chunky monkey ice cream was also very tasty.  We tried this restaurant because if the great reviews and we weren’t disappointed. If we are back in Portland we would definitely return.	0
TITLE: Excellent! | TEXT: The food is very, very good and the atmosphere and service excellent. I came back after several years- and found the inventiveness and quality very good still.	0
TITLE: Beyond Great Experience Wilder Philadelphia! | TEXT: 2/26/25 Year End Celebration work lunch in semi-private space upstairs. Exceeded our expectations on all fronts! Food, staff, service, beautiful space. Worked closely with Brett who owns Wilder with his partner Nicole. I let Brett know that is was wonderful and we cannot wait to return for another work event and to bring family and friends.  Thanks for everything Brett!	0
TITLE: Most amazing italian restaurant ever | TEXT: The pear pasta is so amazing it’s compelling me to write a good review.  This place never disappoints. The staff is very friendly and the food is absolutely delicious.  Once you come here you’ll never go to any other italian spot.  This is THE BEST in Jax. 100%  Get the Pear Fiocchi.  Ur welcome	0
TITLE: Do not go here | TEXT: They are so unfriendly and so stuck on themselves. We could not get out of our RV spot because the way they did the roads and they’re blaming us because we drove over the grass. We have a 45 foot coach and that’s the spot they put us in where we could not get out. The woman came out yelling at us screaming so unprofessional. There’s a kind way to handle things and there is a bad way to handle things and this woman handle things extremely poorly. They have all these rules here and I am so unhappy with this park I would keep going. There’s other nice parks in the Durango area.	1
TITLE: Kings Pub closed | TEXT: Kings Pub is no longer there, closed to make way for hotel and flats, very disappointing. Visited numerous times over the years, so sad to see it has gone.	0
TITLE: Frog bull | TEXT: Try and try as I  may--this place just has horrible customer service. We have attempted them 3 times! Just not warm and welcoming at all, which is sad and disappointing because they are within walking distance for us.	0
TITLE: MUST TRY IN THE ARTS DISTRICT | TEXT: Had anniversary cocktails and apps here. SUCH amazing food and drinks. Service was EXEPTIONAL. I recommend everyone to go	0
TITLE: Don’t miss it!   Wonderful experience. | TEXT: Amazing service from Austin!  Great wine recommendation.  The food was outstanding.  I loved the pasta course.  Wish I could have that every day!  Not our first or last visit to this wonderful restaurant.	0
